Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NO29Q8F 18.99 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037941"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NO0LI8F 18.99 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037938"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NA31H9I 18.99 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037930"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NO2HT7H 18.99 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037931"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NA6445U 18.99 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037942"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card - Smile Orange (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card - Amazon Logo - Classic (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card - Amazon Logo - Classic (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card - Amazon Logo (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card - Amazon Logo (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/10/2025 AMAZON RETA* NA1MZ5A 300.00 USD"|^|"Amazon eGift Card Smile (Animated)"|^|"Employee Relations and Recognition"|^|"PO-100037733"|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/13/2025 AMAZON MARK* NA47Z0F 20.60 USD"|^|"Estimated Tax"|^|"Employee Relations and Recognition"|^|"PO-100037772"|^|"Approved"|^|"0"|^|"1.61"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/13/2025 AMAZON MARK* NA47Z0F 20.60 USD"|^|"Cherry Blossom Bonsai Tree Light 18IN Tree Lamp with 48 LED Japanese Cherry Blossom Decor for Indoor and Outdoor Christmas Wedding Party Adapter Plug in Tabletop Lamp UL Listed Warm White"|^|"Employee Relations and Recognition"|^|"PO-100037772"|^|"Approved"|^|"0"|^|"18.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON MARK* NO3AZ8B 20.37 USD"|^|"Estimated Tax"|^|"Employee Relations and Recognition"|^|"PO-100037934"|^|"Approved"|^|"0"|^|"1.38"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1221 Enterprise Systems  (Site Support)"|^|"Amazon Web Services, Inc"|^|"06/18/2025 AMAZON RETA* NO7X94M 109.92 USD"|^|"Tape Logic Aviditi Tape Logic 3" x 5","Open Immediately" Fluorescent Green Warning Sticker, for Shipping, Handling, Packing, and Moving (1 Roll of 500 Labels)"|^|"Office Supplies"|^|"PO-100037914"|^|"Approved"|^|"0"|^|"109.92"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1221 Enterprise Systems  (Site Support)"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MARK* N68RC2S 45.82 USD"|^|"Simple Houseware Microfiber Cleaning Cloth (12" x 16") - 50 Pack"|^|"Office Supplies"|^|"PO-100037643"|^|"Approved"|^|"0"|^|"45.82"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/07/2025 AMAZON MARK* NH7MI8C 274.74 USD"|^|"CONSDAN Butcher Block Counter Top, USA Grown Oak Solid Hardwood Countertop, Wood Slabs for Kitchen, Reversible, Both Side Polished, Prefinished with Food-Safe Oil, 1.5" Thickness, 42" L x 25" W"|^|"Office Supplies"|^|"PO-100037620"|^|"Approved"|^|"0"|^|"274.74"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*N662022 331.96 USD"|^|"Shipping & Handling"|^|"Office Supplies"|^|"PO-100037620"|^|"Approved"|^|"0"|^|"12"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*N662022 331.96 USD"|^|"Lav Magnet® Presenter Pack"|^|"Office Supplies"|^|"PO-100037620"|^|"Approved"|^|"0"|^|"319.96"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*N63SD82 2,279.94 USD"|^|"VIVO Freestanding 72 x 66 inch Privacy Panel, Cubicle Divider, Acoustic Wall Partition, x3 24 inch Panels, Gray, PP-3-T072G"|^|"Audio / Visual Equipment"|^|"PO-100037618"|^|"Approved"|^|"0"|^|"2279.94"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*NH90T50 6,174.08 USD"|^|"ASUS NVIDIA GeForce RTX 5090 Video Card 32GB GDDR7 PCI Express 5.0 / TUF-RTX5090-32G-GAMING"|^|"Audio / Visual Equipment"|^|"PO-100037610"|^|"Approved"|^|"0"|^|"6174.08"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/16/2025 AMAZON RETA* NO3S98L 539.90 USD"|^|"APC UPS 1500VA Sine Wave UPS Battery Backup, BR1500MS2 Backup Battery Power Supply, AVR, 10 Outlets, (2) USB Charger Ports"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"539.9"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"beyerdynamic DT 770 Pro Studio Headphones - Over-Ear, Closed-Back, Professional Design for Recording and Monitoring (80 Ohm, Grey)"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"339.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"SAMSUNG 870 EVO 4TB 2.5 Inch SATA III Internal SSD (MZ-77E4T0B/AM) , Black"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"3119.88"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"OWC ThunderBay 4 Mini 4-Bay Thunderbolt 2 External Drive Enclosure"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"435.1"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"Universal Audio Volt 1 USB Recording Studio Audio Interface"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"298"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"OWC 10-port Thunderbolt Pro Dock, 85W charging, Dual Thunderbolt 40 Gb/s (USB-C), USB-C and (3) USB Type A 10Gb/s, DisplayPort, 10GbE, CFexpress, SD, Single 8K or Dual 6K 60Hz Displays, For Mac and PC"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"664.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"Thermalright ASF Black V2 AM5 Contact Frame, AM5 CPU Guard, AM5 Secure Frame, Corrective Anti-Bending Fixing Frame & Protects Components, CPU Cooler Standart – for AMD Ryzen 7000 8000G 9000 CPU"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"17.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"Lian Li Edge Series-1300W Full Modular Power Supply-80 Plus Platinum-ATX 3.0, 3.1-PCIE 5.1-L-Shape Design for Dual Chamber Case-120mm FDB Fan-Supports up to 4X USB Devices-Black (EG1300BE.US)"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"439.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"ASUS ProArt Z890-CREATOR WIFI Z890 LGA 1851 ATX Motherboard, Intel® Core™ Ultra Processor Series 2 Ready, 16+2+1+2 stages, PCIe® 5.0, DDR5, Thunderbolt™ 5 Type-C®, 10+2.5 Gb LAN, WiFi 7, 5x M.2, AI OC"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"979.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"Crucial Pro 128GB Kit (2x64GB) DDR5 RAM, 5600MHz (or 5200MHz or 4800MHz) Desktop Gaming Memory UDIMM, Compatible with Latest Intel & AMD CPU CP2K64G56C46U5"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"599.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/15/2025 AMAZON MARK* NA5LE20 12,481.72 USD"|^|"Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5" - WD202KFGX"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"5585.86"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/13/2025 AMAZON RETA* NA38G2S 359.98 USD"|^|"Fractal Design North XL Charcoal Black TG Dark"|^|"Audio / Visual Equipment"|^|"PO-100037798"|^|"Approved"|^|"0"|^|"359.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/06/2025 AMAZON RETA* N66PL82 83.84 USD"|^|"Amazon Basics Drafting Spa Bar Stool with Wheels, Height Adjustable Swivel, Black, 22.05" D x 22.83" W x 19.88" H"|^|"Office Supplies"|^|"PO-100037620"|^|"Approved"|^|"0"|^|"83.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/06/2025 AMAZON RETA* NH30N6X 83.84 USD"|^|"Amazon Basics Drafting Spa Bar Stool with Wheels, Height Adjustable Swivel, Black, 22.05" D x 22.83" W x 19.88" H"|^|"Office Supplies"|^|"PO-100037620"|^|"Approved"|^|"0"|^|"83.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*N61SE46 613.88 USD"|^|"Shipping & Handling"|^|"Audio / Visual Equipment"|^|"PO-100037618"|^|"Approved"|^|"0"|^|"39.96"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*N61SE46 613.88 USD"|^|"Art Leon Office Chair No Wheels, Mid Century Modern Desk Chair, Swivel Accent Chair with Oak Wood Legs, Faux Leather Upholstered Armchair for Desk, Brown"|^|"Audio / Visual Equipment"|^|"PO-100037618"|^|"Approved"|^|"0"|^|"573.92"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1222 WGU Production Studio"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON RETA* N612N4K 104.04 USD"|^|"Wall Control 30-P-3232B Black Metal Pegboard Pack - (2) 32" Tall x 16" Wide Black Pegboards"|^|"Audio / Visual Equipment"|^|"PO-100037618"|^|"Approved"|^|"0"|^|"104.04"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1315 Alumni Engagement"|^|"Amazon Web Services, Inc"|^|"06/12/2025 AMAZON RETA* NH2MR37 24.20 USD"|^|"Restaurantware Gift Tek 5.5 Inch Ribbon Pull Bows 10 Satin Pull Bows - 20 Loops Instant Pull Design Green Plastic Flower Bows For Gifts Large For Wedding Baskets And Gift Wrapping"|^|"Office Supplies"|^|"PO-100037738"|^|"Approved"|^|"0"|^|"24.2"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1317 Regional Operations - Central"|^|"Amazon Web Services, Inc"|^|"06/13/2025 AMAZON RETA* NA0RW8F 42.77 USD"|^|"Estimated Tax"|^|"Office Supplies"|^|"PO-100037750"|^|"Approved"|^|"0"|^|"2.8"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1317 Regional Operations - Central"|^|"Amazon Web Services, Inc"|^|"06/13/2025 AMAZON RETA* NA0RW8F 42.77 USD"|^|"Amazon Basics Multipurpose Copy Printer Paper, 20 lb, 92 Bright, 8.5" x 11", White, 8 Reams, 4000 Sheets (500 Sheets/Ream)"|^|"Office Supplies"|^|"PO-100037750"|^|"Approved"|^|"0"|^|"39.97"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1414 Evaluation - School of Education"|^|"Amazon Web Services, Inc"|^|"06/11/2025 AMAZON RETA* NH28E76 45.62 USD"|^|"Crucial Accountability: Tools for Resolving Violated Expectations, Broken Commitments, and Bad Behavior, Second Edition ( Paperback)"|^|"Employee Relations and Recognition"|^|"PO-100037720"|^|"Approved"|^|"0"|^|"9.42"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1414 Evaluation - School of Education"|^|"Amazon Web Services, Inc"|^|"06/11/2025 AMAZON RETA* NH28E76 45.62 USD"|^|"Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time"|^|"Employee Relations and Recognition"|^|"PO-100037720"|^|"Approved"|^|"0"|^|"8.74"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1414 Evaluation - School of Education"|^|"Amazon Web Services, Inc"|^|"06/11/2025 AMAZON RETA* NH28E76 45.62 USD"|^|"Radical Candor: Fully Revised & Updated Edition: Be a Kick-Ass Boss Without Losing Your Humanity"|^|"Employee Relations and Recognition"|^|"PO-100037720"|^|"Approved"|^|"0"|^|"12.74"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013256"|^|"2025-06-29-07:00"|^|"2025-06-29-07:00"|^|"1414 Evaluation - School of Education"|^|"Amazon Web Services, Inc"|^|"06/11/2025 AMAZON RETA* NH28E76 45.62 USD"|^|"Crucial Conversations: Tools for Talking When Stakes are High, Third Edition"|^|"Employee Relations and Recognition"|^|"PO-100037720"|^|"Approved"|^|"0"|^|"14.72"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013258"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1335 WGU Commencements"|^|"WGU Procurement Only"|^|"06/12/2025 OMNI HOTELS (35,361.00) USD"|^|"Hotel for Commencement in Louisville, KY"|^|"Lodging (Hotel, Motel, Etc)"|^|"PO-100032215"|^|"Approved"|^|"0"|^|"-35361"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013259"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/24/2025 SOUTHERN LEGISLATIVE 5,115.00 USD"|^|"Sponsorship for Southern Legislative Conference"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5115"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013259"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/24/2025 SOUTHERN LEGISLATIVE 5,115.00 USD"|^|"Sponsorship for Southern Legislative Conference"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5115"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013259"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/24/2025 SOUTHERN L* 2025 SOU (850.00) USD"|^|"Credit for initial attendee charge for Legislative Conference"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"-850"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013259"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/25/2025 HILTON HOTELS 2,225.48 USD"|^|"Lodging at Hilton for team retreat"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"2225.48"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013260"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1318 Regional Operations - Midwest"|^|""|^|"06/25/2025 GENESYS WORKS CHICAG 5,181.34 USD"|^|"Sponsorship"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5181.34"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013261"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1221 Enterprise Systems  (Site Support)"|^|"FedEx Freight and Express"|^|"06/23/2025 FEDEX38092864 5,531.99 USD"|^|"Postage & Shipping"|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"5531.99"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013262"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1452 Specialized Student Services"|^|""|^|"06/25/2025 AMAZON MKTPL*NQ68N0F 167.64 USD"|^|""|^|"Other External Service Providers"|^|""|^|"Approved"|^|"0"|^|"167.64"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013264"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1317 Regional Operations - Central"|^|""|^|"06/24/2025 CUSTOMINK LLC 4,264.13 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"4264.13"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013264"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1317 Regional Operations - Central"|^|""|^|"06/24/2025 4IMPRINT, INC 1,233.99 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"1233.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013265"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1417 Program Development - General Ed"|^|"Chronicle of Higher Education/Chronicle of Philanthropy"|^|"06/24/2025 SP CHRONICLE STORE 800.00 USD"|^|"Chronicle of Higher Education - Small Group Digital Licensing - Understanding the Gen Z Student"|^|"Library Costs"|^|"PO-100037445"|^|"Approved"|^|"0"|^|"800"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013266"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"06/24/2025 IC* INSTACART*SUBSCR 10.59 USD"|^|""|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"10.59"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013266"|^|"2025-06-30-07:00"|^|"2025-06-30-07:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"06/24/2025 SQ *VASHRM 35,000.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"35000"|^|""
